0	0.0514841	0.0528358	0.0217557	0.0363029	0.0987294	0.0466805	0.0280251	0.0495985	0.0353932	0.0270118	0.0279739	0.0270118	0.0272264	0.0270118	0.0265168	0.0270118	0.022435	0.0270118	0.0230213	0.0276635	0.0269615	0.0301519	0.0264399	0.0247215	0.0331674	0.0332866	0.0360848	0.0520502	0.0280251	0.0528358	0.0334551	0.0255869	0.0322969	0.0207417	0.0245568	
0.00438034	0	0.0264485	0.0165344	0.0252115	0.0243259	0.0198221	0.0169337	0.0227401	0.0278016	0.0403707	0.0203823	0.0403707	0.0196347	0.0403707	0.0189252	0.0403707	0.0148434	0.0403707	0.0154297	0.0287453	0.0193698	0.0190605	0.0153485	0.0136301	0.0255758	0.0256949	0.0311112	0.0251918	0.0169337	0.0264485	0.0258634	0.0144955	0.0212055	0.01315	0.0195832	
0.0196662	0.0865586	0	0.0318203	0.0404974	0.0396118	0.035108	0.0322196	0.038026	0.0430874	0.0556566	0.0356682	0.0556566	0.0349206	0.0556566	0.0342111	0.0556566	0.0301293	0.0556566	0.0307156	0.0440312	0.0346557	0.0343464	0.0306344	0.028916	0.0408616	0.0409808	0.046397	0.0404777	0.0322196	0.052024	0.0411493	0.0297814	0.0364914	0.0284359	0.0348691	
0	0.0168271	0.0181788	0	0.0208312	0.0199455	0.0154417	0.0125533	0.0183597	0.0199215	0.0115401	0.0125022	0.0115401	0.0117547	0.0115401	0.0110451	0.0115401	0.00696329	0.0115401	0.00754957	0.0121917	0.0114897	0.0146801	0.0109682	0.0092498	0.0176957	0.0178148	0.0206131	0.0208115	0.0125533	0.0181788	0.0179833	0.0101152	0.0168251	0.00526995	0.00908509	
0.0211857	0.0380128	0.0393645	0.0740918	0	0.0418161	0.0373123	0.0337391	0.0402303	0.0480193	0.0327258	0.0406	0.0327258	0.0398525	0.0327258	0.0391429	0.0327258	0.0350611	0.0327258	0.0356474	0.0333775	0.0395875	0.0358659	0.0321539	0.0304355	0.0457935	0.0459126	0.0417988	0.0426821	0.0337391	0.0393645	0.0460811	0.0313009	0.0380109	0.0333678	0.0302708	
0.0147953	0.0593498	0.0939642	0.026624	0.108765	0	0.0917359	0.0960126	0.044663	0.0611618	0.0546844	0.0604123	0.0546844	0.0662378	0.0546844	0.0589552	0.0546844	0.0548733	0.0546844	0.0475496	0.0367204	0.0564252	0.0469054	0.0257634	0.0280337	0.0510259	0.0908231	0.0809064	0.0971991	0.0864337	0.0805305	0.0513136	0.0293815	0.0316204	0.0605405	0.0677206	
0.00434377	0.035236	0.038736	0.0161725	0.0447595	0.0322611	0	0.0354485	0.0286815	0.0401166	0.022455	0.0326973	0.022455	0.0385228	0.022455	0.0312402	0.022455	0.0271584	0.022455	0.0172053	0.0262689	0.0327507	0.0364539	0.0153119	0.0175822	0.0345156	0.0536964	0.0368096	0.0473626	0.0396241	0.038736	0.0276391	0.01893	0.0211689	0.0473663	0.020466	
0	0.0168271	0.0181788	0.00628401	0.0208312	0.0199455	0.0154417	0	0.0183597	0.0199215	0.0115401	0.0125022	0.0115401	0.0117547	0.0115401	0.0110451	0.0115401	0.00696329	0.0115401	0.00754957	0.0121917	0.0114897	0.0146801	0.0109682	0.0092498	0.0176957	0.0178148	0.0206131	0.0208115	0.0125533	0.0181788	0.0179833	0.0101152	0.0168251	0.00526995	0.00908509	
0.0229132	0.0538054	0.0573054	0.0347419	0.0633289	0.0486138	0.0533113	0.0455828	0	0.0545907	0.035901	0.0444991	0.035901	0.0503247	0.035901	0.0430421	0.035901	0.0389602	0.035901	0.0418711	0.0448384	0.0896966	0.0889838	0.0338814	0.0402866	0.056329	0.065867	0.0544031	0.0595354	0.0455828	0.0573054	0.0480661	0.0513667	0.0397384	0.0598088	0.0376482	
0.00974376	0.0336371	0.0476521	0.0160278	0.030575	0.0374333	0.0428768	0.0222971	0.0488196	0	0.0468031	0.0438555	0.0468031	0.0467326	0.0468031	0.0427133	0.0468031	0.0391906	0.0468031	0.0388692	0.0288429	0.0293347	0.0252836	0.023023	0.042052	0.0519445	0.0454643	0.0448245	0.0515393	0.0222971	0.0476521	0.0510166	0.0346302	0.0565438	0.0345568	0.0332965	
1.39537e-005	0.0168411	0.0181928	0.00629796	0.0208452	0.0199595	0.0154557	0.0125673	0.0183737	0.0199354	0	0.0125162	0.0126252	0.0117686	0.0126252	0.0110591	0.0126252	0.00697725	0.0126252	0.00756353	0.0122057	0.0115037	0.0146941	0.0109821	0.00926375	0.0177096	0.0178288	0.0216982	0.0208255	0.0125673	0.0181928	0.0179973	0.0101292	0.0168391	0.0052839	0.0101702	
0.00974376	0.0336371	0.0476521	0.0160278	0.030575	0.0374333	0.0428768	0.0222971	0.0488196	0.0680669	0.060067	0	0.060067	0.0610307	0.060067	0.0570114	0.060067	0.0534887	0.060067	0.0445484	0.0403932	0.0293347	0.0252836	0.023023	0.042052	0.0519445	0.0602566	0.0526147	0.0515393	0.0222971	0.0476521	0.0510166	0.0346302	0.0565438	0.0431757	0.0410867	
1.39537e-005	0.0168411	0.0181928	0.00629796	0.0208452	0.0199595	0.0154557	0.0125673	0.0183737	0.0199354	0.0126252	0.0125162	0	0.0117686	0.0126252	0.0110591	0.0126252	0.00697725	0.0126252	0.00756353	0.0122057	0.0115037	0.0146941	0.0109821	0.00926375	0.0177096	0.0178288	0.0216982	0.0208255	0.0125673	0.0181928	0.0179973	0.0101292	0.0168391	0.0052839	0.0101702	
0.0171318	0.0484297	0.0776382	0.0234158	0.037963	0.0448213	0.0502648	0.0296852	0.0562077	0.0833575	0.067455	0.0734441	0.067455	0	0.067455	0.0723019	0.067455	0.0687792	0.067455	0.059839	0.0477812	0.0446253	0.0326716	0.0304111	0.0494401	0.067235	0.0755472	0.0600028	0.0589273	0.0296852	0.0776382	0.080724	0.0420182	0.0639319	0.0584662	0.0484748	
1.39537e-005	0.0168411	0.0181928	0.00629796	0.0208452	0.0199595	0.0154557	0.0125673	0.0183737	0.0199354	0.0126252	0.0125162	0.0126252	0.0117686	0	0.0110591	0.0126252	0.00697725	0.0126252	0.00756353	0.0122057	0.0115037	0.0146941	0.0109821	0.00926375	0.0177096	0.0178288	0.0216982	0.0208255	0.0125673	0.0181928	0.0179973	0.0101292	0.0168391	0.0052839	0.0101702	
0.00974376	0.0336371	0.0476521	0.0160278	0.030575	0.0374333	0.0428768	0.0222971	0.0488196	0.0680669	0.060067	0.0581536	0.060067	0.0610307	0.060067	0	0.060067	0.0534887	0.060067	0.0445484	0.0403932	0.0293347	0.0252836	0.023023	0.042052	0.0519445	0.0602566	0.0526147	0.0515393	0.0222971	0.0476521	0.0510166	0.0346302	0.0565438	0.0431757	0.0410867	
1.39537e-005	0.0168411	0.0181928	0.00629796	0.0208452	0.0199595	0.0154557	0.0125673	0.0183737	0.0199354	0.0126252	0.0125162	0.0126252	0.0117686	0.0126252	0.0110591	0	0.00697725	0.0126252	0.00756353	0.0122057	0.0115037	0.0146941	0.0109821	0.00926375	0.0177096	0.0178288	0.0216982	0.0208255	0.0125673	0.0181928	0.0179973	0.0101292	0.0168391	0.0052839	0.0101702	
0.00974376	0.0336371	0.0476521	0.0160278	0.030575	0.0374333	0.0428768	0.0222971	0.0488196	0.0680669	0.060067	0.0581536	0.060067	0.0610307	0.060067	0.0570114	0.060067	0	0.060067	0.0445484	0.0403932	0.0293347	0.0252836	0.023023	0.042052	0.0519445	0.0602566	0.0526147	0.0515393	0.0222971	0.0476521	0.0510166	0.0346302	0.0565438	0.0431757	0.0410867	
1.39537e-005	0.0168411	0.0181928	0.00629796	0.0208452	0.0199595	0.0154557	0.0125673	0.0183737	0.0199354	0.0126252	0.0125162	0.0126252	0.0117686	0.0126252	0.0110591	0.0126252	0.00697725	0	0.00756353	0.0122057	0.0115037	0.0146941	0.0109821	0.00926375	0.0177096	0.0178288	0.0216982	0.0208255	0.0125673	0.0181928	0.0179973	0.0101292	0.0168391	0.0052839	0.0101702	
