0.0214134	0.0453067	0.0593217	0.0276974	0.0422446	0.0491029	0.0445991	0.0339668	0.0570616	0.104461	0.120244	0.0971748	0.120244	0.0971205	0.120244	0.0992291	0.120244	0.0951947	0.120244	0	0.0930779	0.0461531	0.0369532	0.0346927	0.0440422	0.0603148	0.0690347	0.0874254	0.0499689	0.0339668	0.0593217	0.0647515	0.0400316	0.0637751	0.0495224	0.0699187	
0.00567762	0.0225047	0.0238564	0.0119616	0.0331002	0.0256231	0.0211193	0.018231	0.0240373	0.0255991	0.0172177	0.0181798	0.0172177	0.0174323	0.0172177	0.0167227	0.0172177	0.0126409	0.0172177	0.0132272	0	0.0171674	0.0203578	0.0166458	0.0149274	0.0233733	0.0234925	0.0262907	0.0264891	0.018231	0.0238564	0.023661	0.0157928	0.0225028	0.0109476	0.0147627	
0.0121989	0.0360922	0.0501072	0.0184829	0.0330301	0.0398884	0.0353846	0.0247522	0.0478471	0.0643933	0.0436636	0.0603153	0.0436636	0.0631924	0.0436636	0.0591731	0.0436636	0.0556504	0.0436636	0.0865043	0.0312981	0	0.0277387	0.0254781	0.0348277	0.0644997	0.0501802	0.041685	0.0407544	0.0247522	0.0501072	0.0624535	0.0308171	0.054459	0.0385207	0.030157	
0.0099866	0.0320337	0.0333854	0.0162706	0.0308178	0.0299321	0.0254283	0.0225399	0.0283463	0.0318659	0.0215267	0.0244467	0.0215267	0.0236991	0.0215267	0.0229896	0.0215267	0.0189078	0.0215267	0.019494	0.0221783	0.0234342	0	0.0209548	0.0192364	0.0296401	0.0297593	0.0305997	0.0307981	0.0225399	0.0333854	0.032105	0.0201018	0.0268117	0.0172144	0.0190717	
0	0.0168271	0.0181788	0.00628401	0.0208312	0.0199455	0.0154417	0.0125533	0.0183597	0.0199215	0.0115401	0.0125022	0.0115401	0.0117547	0.0115401	0.0110451	0.0115401	0.00696329	0.0115401	0.00754957	0.0121917	0.0114897	0.0146801	0	0.0092498	0.0176957	0.0178148	0.0206131	0.0208115	0.0125533	0.0181788	0.0179833	0.0101152	0.0168251	0.00526995	0.00908509	
0.00150951	0.0183366	0.0196883	0.00779352	0.0223407	0.021455	0.0169512	0.0140629	0.0198692	0.021431	0.0130496	0.0140117	0.0130496	0.0132642	0.0130496	0.0125546	0.0130496	0.00847281	0.0130496	0.00905908	0.0137012	0.0129993	0.0161897	0.0914111	0	0.0192052	0.0193244	0.0221226	0.022321	0.0140629	0.0196883	0.0194928	0.0116247	0.0183346	0.00677946	0.0105946	
0.00974376	0.0336371	0.0476521	0.0160278	0.030575	0.0374333	0.0329295	0.0222971	0.045392	0.0529819	0.0462626	0.0502982	0.0462626	0.0531754	0.0462626	0.049156	0.0462626	0.0456333	0.0462626	0.0455459	0.0288429	0.0293347	0.0252836	0.023023	0.0416984	0	0.0435783	0.0397885	0.0382993	0.0222971	0.052779	0.0479332	0.0283619	0.0568775	0.027554	0.0282605	
0.0182212	0.0445376	0.0625932	0.0245052	0.0390524	0.0624924	0.0679359	0.0307745	0.112522	0.0789295	0.0646515	0.0673856	0.0646515	0.0702627	0.0646515	0.0662434	0.0646515	0.0627207	0.0646515	0.0552049	0.0373204	0.0439662	0.033761	0.0315004	0.0836563	0.101882	0	0.0626728	0.0836461	0.0307745	0.0594461	0.0659345	0.0463386	0.0669839	0.0615343	0.0511449	
1.39537e-005	0.0168411	0.0181928	0.00629796	0.0208452	0.0199595	0.0154557	0.0125673	0.0183737	0.0199354	0.0126252	0.0125162	0.0126252	0.0117686	0.0126252	0.0110591	0.0126252	0.00697725	0.0126252	0.00756353	0.0122057	0.0115037	0.0146941	0.0109821	0.00926375	0.0177096	0.0178288	0	0.0208255	0.0125673	0.0181928	0.0179973	0.0101292	0.0168391	0.0052839	0.0101702	
0.0201658	0.051058	0.054558	0.0319945	0.0605815	0.045566	0.0541696	0.0847635	0.0502034	0.0709674	0.0427985	0.0565757	0.0427985	0.0624013	0.0427985	0.0551186	0.0427985	0.0510368	0.0427985	0.0424903	0.042091	0.0676537	0.052276	0.031134	0.0421724	0.0693216	0.0833439	0.0617886	0	0.0917857	0.054558	0.0597995	0.034752	0.036991	0.0782274	0.0408094	
0	0.0168271	0.0181788	0.00628401	0.0208312	0.0199455	0.0154417	0.0125533	0.0183597	0.0199215	0.0115401	0.0125022	0.0115401	0.0117547	0.0115401	0.0110451	0.0115401	0.00696329	0.0115401	0.00754957	0.0121917	0.0114897	0.0146801	0.0109682	0.0092498	0.0176957	0.0178148	0.0206131	0.0208115	0	0.0181788	0.0179833	0.0101152	0.0168251	0.00526995	0.00908509	
0.0196662	0.0770272	0.052024	0.0318203	0.0404974	0.0396118	0.035108	0.0322196	0.038026	0.0430874	0.0556566	0.0356682	0.0556566	0.0349206	0.0556566	0.0342111	0.0556566	0.0301293	0.0556566	0.0307156	0.0440312	0.0346557	0.0343464	0.0306344	0.028916	0.0408616	0.0409808	0.046397	0.0404777	0.0322196	0	0.0411493	0.0297814	0.0364914	0.0284359	0.0348691	
0.0226779	0.0634205	0.0916644	0.0289619	0.0435091	0.0503674	0.0458636	0.0352312	0.0583261	0.0592952	0.0541426	0.0521166	0.0541426	0.0549937	0.0541426	0.0509744	0.0541426	0.0474517	0.0541426	0.0518034	0.0417771	0.0422689	0.0481448	0.0359571	0.0453067	0.058622	0.048594	0.052164	0.0512334	0.0352312	0.118032	0	0.0458563	0.064938	0.0377197	0.040636	
0.0227397	0.0524325	0.0537842	0.0290237	0.0435708	0.0426852	0.0381814	0.035293	0.0410994	0.0596779	0.0342798	0.0522587	0.0342798	0.0515111	0.0342798	0.0508016	0.0342798	0.0467198	0.0342798	0.047306	0.0349314	0.0528213	0.0374198	0.0337078	0.0319895	0.0574521	0.0709078	0.0433527	0.0435512	0.035293	0.0537842	0.100388	0	0.0395648	0.0450264	0.0318247	
0	0.0168271	0.0181788	0.00628401	0.0208312	0.0199455	0.0154417	0.0125533	0.0183597	0.0199215	0.0115401	0.0125022	0.0115401	0.0117547	0.0115401	0.0110451	0.0115401	0.00696329	0.0115401	0.00754957	0.0121917	0.0114897	0.0146801	0.0109682	0.0092498	0.0176957	0.0178148	0.0206131	0.0208115	0.0125533	0.0181788	0.0179833	0.0101152	0	0.00526995	0.00908509	
0.0224984	0.0463917	0.0604067	0.0287824	0.0433296	0.0501879	0.0643879	0.0350517	0.0615742	0.076176	0.0658167	0.0631837	0.0658167	0.0660609	0.0658167	0.0620415	0.0658167	0.0585188	0.0658167	0.0551832	0.0507949	0.0456487	0.0508055	0.0357776	0.0614157	0.0682584	0.0713915	0.0662668	0.0730504	0.0350517	0.0604067	0.0673306	0.101657	0.105752	0	0.051382	
1.39537e-005	0.0168411	0.0181928	0.00629796	0.0208452	0.0199595	0.0154557	0.0125673	0.0183737	0.0199354	0.0126252	0.0125162	0.0126252	0.0117686	0.0126252	0.0110591	0.0126252	0.00697725	0.0126252	0.00756353	0.0122057	0.0115037	0.0146941	0.0109821	0.00926375	0.0177096	0.0178288	0.0216982	0.0208255	0.0125673	0.0181928	0.0179973	0.0101292	0.0168391	0.0052839	0	

