0	0.0265689	0.0300618	0.0190747	0.012518	0.0237327	0.0146704	0.0760295	
0.000241258	0	0.0161764	0.016512	0.00716585	0.02117	0.0121076	0.00692848	
0.0137397	0.0811106	0	0.0300105	0.0206643	0.0346685	0.0256061	0.020427	
0.0190749	0.0432667	0.0773561	0	0.0448481	0.0473738	0.0354825	0.0344542	
0	0.0101173	0.0136102	0.0133482	0	0.0180063	0.00894386	0.00668722	
0.00676209	0.0264557	0.0464769	0.0482394	0.0550342	0	0.0266528	0.0221414	
0.0112002	0.0387538	0.0815637	0.0776338	0.0824499	0.0842061	0	0.0299363	
0.0187393	0.0366833	0.0370859	0.052448	0.0280239	0.0620173	0.0787105	0	

0	0.0265689	0.0300618	0.0204557	0.012518	0.0251137	0.0160513	0.0760295	
0.000241258	0	0.0161764	0.017893	0.00716585	0.022551	0.0134886	0.00692848	
0.0137397	0.0811106	0	0.0313915	0.0206643	0.0360495	0.0269871	0.020427	
0.0190749	0.0432667	0.0773561	0	0.0448481	0.0487548	0.0368635	0.0344542	
0	0.0101173	0.0136102	0.0147292	0	0.0193872	0.0103249	0.00668722	
0.00676209	0.0264557	0.0464769	0.0496204	0.0550342	0	0.0280338	0.0221414	
0.0112002	0.0387538	0.0815637	0.0790147	0.0824499	0.0855871	0	0.0299363	
0.0286868	0.0466308	0.0470333	0.0764686	0.0379713	0.0860378	0.116619	0	

0	0.0265689	0.0300618	0.0199398	0.012518	0.0245978	0.0157366	0.0760295	
0.000241258	0	0.0161764	0.0173771	0.00716585	0.0220351	0.0131738	0.00692848	
0.0137397	0.0811106	0	0.0308756	0.0206643	0.0355336	0.0266723	0.020427	
0.0190749	0.0432667	0.0773561	0	0.0448481	0.0482389	0.0365487	0.0344542	
0	0.0101173	0.0136102	0.0142133	0	0.0188713	0.0100101	0.00668722	
0.00676209	0.0264557	0.0464769	0.0491045	0.0550342	0	0.027719	0.0221414	
0.0112002	0.0387538	0.0815637	0.0784988	0.0824499	0.0850712	0	0.0299363	
0.0221179	0.0400619	0.0404644	0.0618571	0.0314024	0.0714263	0.0921052	0	

0	0.0265689	0.0300618	0.0190747	0.012518	0.0237327	0.0272895	0.0760295	
0.000241258	0	0.0161764	0.016512	0.00716585	0.02117	0.0247268	0.00692848	
0.0137397	0.0811106	0	0.0300105	0.0206643	0.0346685	0.0382252	0.020427	
0.0190749	0.0432667	0.0773561	0	0.0448481	0.0473738	0.0481016	0.0344542	
0	0.0101173	0.0136102	0.0133482	0	0.0180063	0.021563	0.00668722	
0.00676209	0.0264557	0.0464769	0.0482394	0.0550342	0	0.039272	0.0221414	
0.0112002	0.0387538	0.0815637	0.0776338	0.0824499	0.0842061	0	0.0299363	
0.0254145	0.0433586	0.0437611	0.0637744	0.0346991	0.0733437	0.121186	0	

0	0.0265689	0.0300618	0.0190747	0.012518	0.0237327	0.0146704	0.0760295	
0.000241258	0	0.0161764	0.016512	0.00716585	0.02117	0.0121076	0.00692848	
0.0137397	0.0811106	0	0.0300105	0.0206643	0.0346685	0.0256061	0.020427	
0.0190749	0.0432667	0.0773561	0	0.0448481	0.0473738	0.0354825	0.0344542	
0	0.0101173	0.0136102	0.0133482	0	0.0180063	0.00894386	0.00668722	
0.00676209	0.0264557	0.0464769	0.0482394	0.0550342	0	0.0266528	0.0221414	
0.0112002	0.0387538	0.0815637	0.0776338	0.0824499	0.0842061	0	0.0299363	
0.0236496	0.0415936	0.0419962	0.068463	0.0329342	0.0780322	0.122031	0	

0	0.0265689	0.0300618	0.0230185	0.012518	0.0276765	0.0237143	0.0760295	
0.000241258	0	0.0161764	0.0204557	0.00716585	0.0251137	0.0211516	0.00692848	
0.0137397	0.0811106	0	0.0339542	0.0206643	0.0386122	0.0346501	0.020427	
0.0190749	0.0432667	0.0773561	0	0.0448481	0.0513175	0.0445264	0.0344542	
0	0.0101173	0.0136102	0.017292	0	0.02195	0.0179878	0.00668722	
0.00676209	0.0264557	0.0464769	0.0521831	0.0550342	0	0.0356968	0.0221414	
0.0112002	0.0387538	0.0815637	0.0815775	0.0824499	0.0881498	0	0.0299363	
0.0224459	0.0403899	0.0407925	0.0641392	0.0317305	0.0737084	0.133914	0	
